CategoryCode;CategoryPath;Language;Store;PageTitle;CategoryId;DateAdded;Status;Position;DetailedImageURL;Description;ProductDetailsView;UsergroupIds;MetaDescription;MetaKeywords;CategoryUrl;SeoName;Discussion;Vendor categories fee - Exclusive;Vendor categories fee - Default plan;Vendor categories fee - Bronze;Vendor categories fee - Free;Vendor categories fee - Silver;Vendor categories fee - Professional;Vendor categories fee - Gold;Vendor categories fee - Enterprise;Vendor categories fee - Platinum;Vendor categories fee - Corporate;Vendor categories fee - Custom;IsVirtual;VirtualConditions
"";"الأطفال والرضع///عربات الأطفال ومقاعد السيارة";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"77";"Kids & Baby///Educational Materials";"en";"Store";"";"728";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/kids-and-baby/educational-materials/";"educational-materials";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الأطفال والرضع///المواد التعليمية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"78";"Tools & Industrial///Power Tools";"en";"Store";"";"729";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/tools-and-industrial/power-tools/";"power-tools";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الأدوات والصناعية///الأدوات الكهربائية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"79";"Tools & Industrial///Hand Tools";"en";"Store";"";"730";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/tools-and-industrial/hand-tools/";"hand-tools";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الأدوات والصناعية///الأدوات اليدوية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"80";"Tools & Industrial///Construction Equipment";"en";"Store";"";"731";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/tools-and-industrial/construction-equipment/";"construction-equipment";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الأدوات والصناعية///معدات البناء";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"81";"Tools & Industrial///Workshop Equipment";"en";"Store";"";"732";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/tools-and-industrial/workshop-equipment/";"workshop-equipment";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الأدوات والصناعية///معدات الورش";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"82";"Tools & Industrial///Garden Tools";"en";"Store";"";"733";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/tools-and-industrial/garden-tools/";"garden-tools";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الأدوات والصناعية///أدوات الحدائق";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"83";"Tools & Industrial///Industrial Machinery";"en";"Store";"";"734";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/tools-and-industrial/industrial-machinery/";"industrial-machinery";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الأدوات والصناعية///الآلات الصناعية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"84";"Tools & Industrial///Safety Equipment";"en";"Store";"";"735";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/tools-and-industrial/safety-equipment/";"safety-equipment";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الأدوات والصناعية///معدات السلامة";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"85";"Tools & Industrial///Testing Equipment";"en";"Store";"";"736";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/tools-and-industrial/testing-equipment/";"testing-equipment";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الأدوات والصناعية///معدات الاختبار";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"86";"Collectibles & Art///Antiques";"en";"Store";"";"737";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/collectibles-and-art/antiques/";"antiques";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"المقتنيات والفنون///التحف";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"87";"Collectibles & Art///Art Pieces";"en";"Store";"";"738";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/collectibles-and-art/art-pieces/";"art-pieces";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"المقتنيات والفنون///القطع الفنية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"88";"Collectibles & Art///Stamps";"en";"Store";"";"739";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/collectibles-and-art/stamps/";"stamps";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"المقتنيات والفنون///طوابع بريدية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"89";"Collectibles & Art///Coins";"en";"Store";"";"740";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/collectibles-and-art/coins/";"coins";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"المقتنيات والفنون///عملات معدنية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"90";"Collectibles & Art///Trading Cards";"en";"Store";"";"741";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/collectibles-and-art/trading-cards/";"trading-cards";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"المقتنيات والفنون///بطاقات التداول";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"91";"Collectibles & Art///Memorabilia";"en";"Store";"";"742";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/collectibles-and-art/memorabilia/";"memorabilia";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"المقتنيات والفنون///تذكارات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"92";"Collectibles & Art///Vintage Items";"en";"Store";"";"743";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/collectibles-and-art/vintage-items/";"vintage-items";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"المقتنيات والفنون///العناصر القديمة";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"93";"Collectibles & Art///Limited Edition Items";"en";"Store";"";"744";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/collectibles-and-art/limited-edition-items/";"limited-edition-items";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"المقتنيات والفنون///عناصر الإصدار المحدود";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"745";"Office Supplies///Paper & Stationery";"en";"B2B";"";"745";"22 May 2025 00:00:00";"A";"10";"https://is2or.com/images/detailed/14/1-paper-stationer.png#{[ar]:;[en]:;}";"";"default";"0";"";"";"https://is2or.com/office-supplies/paper-and-stationery/";"paper-and-stationery";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات المكاتب///الورق والقرطاسية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"746";"Office Supplies///Printers & Accessories";"en";"B2B";"";"746";"22 May 2025 00:00:00";"A";"20";"https://is2or.com/images/detailed/14/1-printer.png#{[ar]:;[en]:;}";"";"default";"0";"";"";"https://is2or.com/office-supplies/printers-and-accessories/";"printers-and-accessories";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات المكاتب///الطابعات والملحقات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"747";"Office Supplies///Office Furniture";"en";"B2B";"Office Furniture";"747";"22 May 2025 00:00:00";"A";"30";"https://is2or.com/images/detailed/14/1-office-furniture.png#{[ar]:;[en]:;}";"";"default";"0";"";"";"https://is2or.com/office-supplies/office-furniture/";"office-furniture";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات المكاتب///أثاث المكتب";"ar";"";"أثاث المكتب";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"748";"Office Supplies///Ink & Toner";"en";"B2B";"Ink & Toner";"748";"22 May 2025 00:00:00";"A";"40";"https://is2or.com/images/detailed/14/1-ink-toner.png#{[ar]:;[en]:;}";"";"default";"0";"";"";"https://is2or.com/office-supplies/ink-and-toner/";"ink-and-toner";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات المكاتب///أحبار الطباعة";"ar";"";"أحبار الطباعة";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"749";"Office Supplies///Pantry & Breakroom Items";"en";"B2B";"Pantry & Breakroom Items";"749";"22 May 2025 00:00:00";"A";"50";"https://is2or.com/images/detailed/14/1-pantry-breakroom.png#{[ar]:;[en]:;}";"";"default";"0";"";"";"https://is2or.com/office-supplies/pantry-and-breakroom-items/";"pantry-and-breakroom-items";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات المكاتب///مستلزمات الاستراحة";"ar";"";"مستلزمات الاستراحة";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"750";"Office Supplies///Cleaning Products";"en";"B2B";"Cleaning Products";"750";"22 May 2025 00:00:00";"A";"60";"https://is2or.com/images/detailed/14/1-cleaning_wi5e-25.png#{[ar]:;[en]:;}";"";"default";"0";"";"";"https://is2or.com/office-supplies/cleaning-products/";"cleaning-products";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات المكاتب///منتجات التنظيف";"ar";"";"منتجات التنظيف";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"751";"Building Materials & Tools///Cement";"en";"B2B";"Cement";"751";"22 May 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"https://is2or.com/building-materials-and-tools/cement/";"cement";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مواد وأدوات البناء///الأسمنت";"ar";"";"الأسمنت";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"752";"Building Materials & Tools///Bricks & Blocks";"en";"B2B";"Bricks & Blocks";"752";"22 May 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"https://is2or.com/building-materials-and-tools/bricks-and-blocks/";"bricks-and-blocks";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مواد وأدوات البناء///والبلوك والطوب";"ar";"";"والبلوك والطوب";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"753";"Building Materials & Tools///Steel & Metal";"en";"B2B";"Steel & Metal";"753";"22 May 2025 00:00:00";"A";"30";"";"";"default";"0";"";"";"https://is2or.com/building-materials-and-tools/steel-and-metal/";"steel-and-metal";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مواد وأدوات البناء///الحديد والمعادن";"ar";"";"الحديد والمعادن";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"754";"Building Materials & Tools///Paint & Adhesives";"en";"B2B";"Paint & Adhesives";"754";"22 May 2025 00:00:00";"A";"40";"";"";"default";"0";"";"";"https://is2or.com/building-materials-and-tools/paint-and-adhesives/";"paint-and-adhesives";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مواد وأدوات البناء///الدهانات والمواد اللاصقة";"ar";"";"الدهانات والمواد اللاصقة";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"755";"Building Materials & Tools///Plumbing Supplies";"en";"B2B";"Plumbing Supplies";"755";"22 May 2025 00:00:00";"A";"50";"";"";"default";"0";"";"";"https://is2or.com/building-materials-and-tools/plumbing-supplies/";"plumbing-supplies";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مواد وأدوات البناء///مستلزمات السباكة";"ar";"";"مستلزمات السباكة";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"756";"Building Materials & Tools///Doors & Windows";"en";"B2B";"Doors & Windows";"756";"22 May 2025 00:00:00";"A";"60";"";"";"default";"0";"";"";"https://is2or.com/building-materials-and-tools/doors-and-windows/";"doors-and-windows";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مواد وأدوات البناء///الأبواب والنوافذ";"ar";"";"الأبواب والنوافذ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"757";"Building Materials & Tools///Tools & Hardware";"en";"B2B";"Tools & Hardware";"757";"22 May 2025 00:00:00";"A";"70";"";"";"default";"0";"";"";"https://is2or.com/building-materials-and-tools/tools-and-hardware/";"tools-and-hardware";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مواد وأدوات البناء///الأدوات والمثبتات";"ar";"";"الأدوات والمثبتات";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"758";"Electrical & Lighting///Wires & Cables";"en";"B2B";"Wires & Cables";"758";"22 May 2025 00:00:00";"A";"10";"https://is2or.com/images/detailed/14/3-wires-cables.png#{[ar]:;[en]:;}";"";"default";"0";"";"";"https://is2or.com/electrical-and-lighting/wires-and-cables/";"wires-and-cables";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"الكهرباء والإضاءة///الأسلاك والكابلات";"ar";"";"الأسلاك والكابلات";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"759";"Electrical & Lighting///Switches & Plugs";"en";"B2B";"Switches & Plugs";"759";"22 May 2025 00:00:00";"A";"20";"https://is2or.com/images/detailed/14/3-switches-plugs.png#{[ar]:;[en]:;}";"";"default";"0";"";"";"https://is2or.com/electrical-and-lighting/switches-and-plugs/";"switches-and-plugs";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"الكهرباء والإضاءة///المفاتيح والمقابس";"ar";"";"المفاتيح والمقابس";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"760";"Electrical & Lighting///Indoor & Outdoor Lights";"en";"B2B";"Indoor & Outdoor Lights";"760";"22 May 2025 00:00:00";"A";"30";"https://is2or.com/images/detailed/14/3-lights.png#{[ar]:;[en]:;}";"";"default";"0";"";"";"https://is2or.com/electrical-and-lighting/indoor-and-outdoor-lights/";"indoor-and-outdoor-lights";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"الكهرباء والإضاءة///الإضاءة الداخلية والخارجية";"ar";"";"الإضاءة الداخلية والخارجية";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"761";"Electrical & Lighting///Batteries & Chargers";"en";"B2B";"Batteries & Chargers";"761";"22 May 2025 00:00:00";"A";"40";"https://is2or.com/images/detailed/14/3-batteries.png#{[ar]:;[en]:;}";"";"default";"0";"";"";"https://is2or.com/electrical-and-lighting/batteries-and-chargers/";"batteries-and-chargers";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"الكهرباء والإضاءة///البطاريات والشواحن";"ar";"";"البطاريات والشواحن";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"762";"Electrical & Lighting///Fans & Ventilation";"en";"B2B";"Fans & Ventilation";"762";"22 May 2025 00:00:00";"A";"50";"https://is2or.com/images/detailed/14/3-fans.png#{[ar]:;[en]:;}";"";"default";"0";"";"";"https://is2or.com/electrical-and-lighting/fans-and-ventilation/";"fans-and-ventilation";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"الكهرباء والإضاءة///المراوح والتهوية";"ar";"";"المراوح والتهوية";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"763";"Packaging & Shipping///Boxes & Cartons";"en";"B2B";"Boxes & Cartons";"763";"22 May 2025 00:00:00";"A";"10";"https://is2or.com/images/detailed/14/4-boxes.png#{[ar]:;[en]:;}";"";"default";"0";"";"";"https://is2or.com/packaging-and-shipping/boxes-and-cartons/";"boxes-and-cartons";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"التغليف والشحن///الصناديق والكرتون";"ar";"";"الصناديق والكرتون";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"764";"Packaging & Shipping///Tape & Wraps";"en";"B2B";"Tape & Wraps";"764";"22 May 2025 00:00:00";"A";"20";"https://is2or.com/images/detailed/14/4-tape-wraps.png#{[ar]:;[en]:;}";"";"default";"0";"";"";"https://is2or.com/packaging-and-shipping/tape-and-wraps/";"tape-and-wraps";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"التغليف والشحن///الأشرطة ومواد التغليف";"ar";"";"الأشرطة ومواد التغليف";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"765";"Packaging & Shipping///Bubble Wrap & Fillers";"en";"B2B";"Bubble Wrap & Fillers";"765";"22 May 2025 00:00:00";"A";"30";"https://is2or.com/images/detailed/14/4-bubble-wraps.png#{[ar]:;[en]:;}";"";"default";"0";"";"";"https://is2or.com/packaging-and-shipping/bubble-wrap-and-fillers/";"bubble-wrap-and-fillers";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"التغليف والشحن///الفقاعات والحشو";"ar";"";"الفقاعات والحشو";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"766";"Packaging & Shipping///Labels & Stickers";"en";"B2B";"Labels & Stickers";"766";"22 May 2025 00:00:00";"A";"40";"https://is2or.com/images/detailed/14/4-labels.png#{[ar]:;[en]:;}";"";"default";"0";"";"";"https://is2or.com/packaging-and-shipping/labels-and-stickers/";"labels-and-stickers";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"التغليف والشحن///الملصقات والباركود";"ar";"";"الملصقات والباركود";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"767";"Packaging & Shipping///Pallets & Containers";"en";"B2B";"Pallets & Containers";"767";"22 May 2025 00:00:00";"A";"50";"https://is2or.com/images/detailed/14/4-pallet.png#{[ar]:;[en]:;}";"";"default";"0";"";"";"https://is2or.com/packaging-and-shipping/pallets-and-containers/";"pallets-and-containers";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"التغليف والشحن///الطبليات والحاويات";"ar";"";"الطبليات والحاويات";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"768";"Safety Gear & PPE///Helmets & Headgear";"en";"B2B";"Helmets & Headgear";"768";"22 May 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"https://is2or.com/safety-gear-and-ppe/helmets-and-headgear/";"helmets-and-headgear";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"معدات السلامة والوقاية///الخوذ وأغطية الرأس";"ar";"";"الخوذ وأغطية الرأس";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"769";"Safety Gear & PPE///Gloves";"en";"B2B";"Gloves";"769";"22 May 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"https://is2or.com/safety-gear-and-ppe/gloves/";"gloves";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"معدات السلامة والوقاية///القفازات";"ar";"";"القفازات";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"770";"Safety Gear & PPE///Safety Glasses";"en";"B2B";"Safety Glasses";"770";"22 May 2025 00:00:00";"A";"30";"";"";"default";"0";"";"";"https://is2or.com/safety-gear-and-ppe/safety-glasses/";"safety-glasses";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"معدات السلامة والوقاية///نظارات السلامة";"ar";"";"نظارات السلامة";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"771";"Safety Gear & PPE///Work Boots";"en";"B2B";"Work Boots";"771";"22 May 2025 00:00:00";"A";"40";"";"";"default";"0";"";"";"https://is2or.com/safety-gear-and-ppe/work-boots/";"work-boots";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"معدات السلامة والوقاية///أحذية العمل";"ar";"";"أحذية العمل";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"772";"Safety Gear & PPE///Masks & Respirators";"en";"B2B";"Masks & Respirators";"772";"22 May 2025 00:00:00";"A";"50";"";"";"default";"0";"";"";"https://is2or.com/safety-gear-and-ppe/masks-and-respirators/";"masks-and-respirators";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"معدات السلامة والوقاية///الأقنعة وأجهزة التنفس";"ar";"";"الأقنعة وأجهزة التنفس";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"773";"Safety Gear & PPE///Fire Safety & First Aid";"en";"B2B";"Fire Safety & First Aid";"773";"22 May 2025 00:00:00";"A";"60";"";"";"default";"0";"";"";"https://is2or.com/safety-gear-and-ppe/fire-safety-and-first-aid/";"fire-safety-and-first-aid";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"معدات السلامة والوقاية///السلامة والإسعافات";"ar";"";"السلامة والإسعافات";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"781";"Restaurant & Hotel Supplies///Disposable Items";"en";"B2B";"Disposable Items";"781";"22 May 2025 00:00:00";"A";"10";"https://is2or.com/images/detailed/14/2-disposable-items.png#{[ar]:;[en]:;}";"";"default";"0";"";"";"https://is2or.com/restaurant-and-hotel-supplies/disposable-items/";"disposable-items";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات المطاعم والفنادق///منتجات الاستخدام الواحد";"ar";"";"منتجات الاستخدام الواحد";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"782";"Restaurant & Hotel Supplies///Kitchen Equipment";"en";"B2B";"Kitchen Equipment";"782";"22 May 2025 00:00:00";"A";"20";"https://is2or.com/images/detailed/14/2-kitchen-equipment.png#{[ar]:;[en]:;}";"";"default";"0";"";"";"https://is2or.com/restaurant-and-hotel-supplies/kitchen-equipment/";"kitchen-equipment";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات المطاعم والفنادق///معدات المطبخ";"ar";"";"معدات المطبخ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"783";"Restaurant & Hotel Supplies///Cookware & Tools";"en";"B2B";"Cookware & Tools";"783";"22 May 2025 00:00:00";"A";"30";"https://is2or.com/images/detailed/14/2-cookware-tools.png#{[ar]:;[en]:;}";"";"default";"0";"";"";"https://is2or.com/restaurant-and-hotel-supplies/cookware-and-tools/";"cookware-and-tools";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات المطاعم والفنادق///أواني وأدوات الطهي";"ar";"";"أواني وأدوات الطهي";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"784";"Restaurant & Hotel Supplies///Food Storage";"en";"B2B";"Food Storage";"784";"22 May 2025 00:00:00";"A";"40";"https://is2or.com/images/detailed/14/2-food-storage.png#{[ar]:;[en]:;}";"";"default";"0";"";"";"https://is2or.com/restaurant-and-hotel-supplies/food-storage/";"food-storage";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات المطاعم والفنادق///تخزين الطعام";"ar";"";"تخزين الطعام";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"785";"Restaurant & Hotel Supplies///Tableware & Serving";"en";"B2B";"Tableware & Serving";"785";"22 May 2025 00:00:00";"A";"50";"https://is2or.com/images/detailed/14/2-tableware-serving.png#{[ar]:;[en]:;}";"";"default";"0";"";"";"https://is2or.com/restaurant-and-hotel-supplies/tableware-and-serving/";"tableware-and-serving";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات المطاعم والفنادق///أدوات التقديم";"ar";"";"أدوات التقديم";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"786";"Restaurant & Hotel Supplies///Cleaning & Hygiene";"en";"B2B";"Cleaning & Hygiene";"786";"22 May 2025 00:00:00";"A";"60";"https://is2or.com/images/detailed/14/2-cleaning.png#{[ar]:;[en]:;}";"";"default";"0";"";"";"https://is2or.com/restaurant-and-hotel-supplies/cleaning-and-hygiene/";"cleaning-and-hygiene";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات المطاعم والفنادق///التنظيف والنظافة";"ar";"";"التنظيف والنظافة";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"787";"Industrial & Workshop Supplies///Lubricants & Fluids";"en";"B2B";"Lubricants & Fluids";"787";"22 May 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"https://is2or.com/industrial-and-workshop-supplies/lubricants-and-fluids/";"lubricants-and-fluids";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
